flown_key;customer_key;leg_origin_key;leg_dest_key;trip_origin_key;trip_dest_key;flight_key;fare_class_key;channel_key;fare;miles;minutes_late;ticket_number
39;18;18;9;17;9;89;1;1;341;1794;0;2139
53;18;7;18;7;18;5;2;3;129;677;0;1918
54;18;18;7;18;7;2;1;1;172;904;0;1918
65;18;16;20;16;18;22;3;2;123;649;0;1265
65;18;20;18;16;18;86;1;3;245;1289;0;1265
69;18;18;4;18;16;22;2;2;203;1067;0;1265
69;18;4;16;18;16;76;3;3;38;201;0;1265
57;18;14;18;14;3;7;3;3;377;1982;0;9859
57;18;18;3;14;3;96;4;2;310;1633;0;9859
67;18;3;14;3;14;16;1;2;332;1749;0;9859
71;18;1;11;1;7;21;1;2;0;2;0;6021
71;18;11;7;1;7;97;1;3;313;1648;70;6021
74;18;7;1;7;1;12;4;3;153;807;0;6021
78;18;18;7;18;13;10;1;3;222;1168;0;4344
78;18;7;13;18;13;95;1;4;194;1020;0;4344
82;18;13;20;13;18;7;3;4;25;129;0;4344
82;18;20;18;13;18;90;3;4;43;224;89;4344
86;18;1;9;1;9;18;3;4;229;1205;0;982
93;18;9;1;9;1;6;1;2;159;835;0;982
106;18;17;20;17;12;10;4;4;305;1603;92;4191
106;18;20;12;17;12;96;4;4;353;1858;0;4191
113;18;12;20;12;17;1;4;3;232;1220;0;4191
113;18;20;17;12;17;95;3;3;161;846;0;4191
109;18;8;20;8;20;9;1;4;352;1852;0;3527
119;18;20;8;20;8;1;2;1;188;989;0;3527
116;18;20;17;20;13;8;4;4;340;1791;33;1552
116;18;17;13;20;13;83;3;2;206;1085;0;1552
123;18;13;9;13;20;22;4;3;284;1494;55;1552
123;18;9;20;13;20;89;3;4;249;1308;0;1552
106;18;3;17;3;17;14;3;2;1;4;0;2914
115;18;17;20;17;3;10;4;1;92;486;0;2914
115;18;20;3;17;3;93;1;4;181;952;0;2914
124;18;13;9;13;9;13;2;3;269;1418;0;8102
131;18;9;13;9;13;18;4;1;306;1611;75;8102
117;18;5;2;5;2;16;4;4;378;1989;0;1380
120;18;2;5;2;5;3;4;4;165;869;0;1380
135;18;12;17;12;17;6;4;2;144;756;0;4128
139;18;17;6;17;12;22;4;1;313;1649;81;4128
139;18;6;12;17;12;87;2;2;219;1151;0;4128
145;18;12;15;12;18;18;2;3;70;370;0;4776
145;18;15;18;12;18;76;4;1;168;885;0;4776
148;18;18;12;18;12;17;4;1;33;175;0;4776
140;18;11;5;11;15;12;4;3;376;1979;0;3575
140;18;5;15;11;15;90;3;1;339;1785;0;3575
147;18;15;11;15;11;10;1;1;139;732;0;3575
150;18;6;20;6;20;2;2;1;330;1736;0;4557
154;18;20;6;20;6;16;1;1;379;1993;0;4557
173;18;6;12;6;12;6;3;1;364;1918;0;375
179;18;12;3;12;6;1;3;3;311;1635;0;375
179;18;3;6;12;6;98;1;3;144;756;0;375
184;18;12;7;12;7;12;4;1;119;628;35;665
184;18;10;5;10;16;18;2;4;259;1363;0;5597
184;18;5;16;10;16;77;2;1;96;504;0;5597
183;18;8;11;8;11;1;4;1;33;172;0;8221
28;19;6;11;6;11;10;4;2;117;616;0;771
30;19;11;6;11;6;2;2;3;314;1655;0;771
29;19;10;17;10;17;19;1;3;162;852;0;7853
32;19;17;12;17;10;15;1;1;302;1590;44;7853
32;19;12;10;17;10;86;4;2;6;33;0;7853
22;19;7;20;7;4;5;2;3;233;1225;0;1649
22;19;20;4;7;4;94;1;3;192;1010;0;1649
31;19;4;7;4;7;13;2;4;296;1560;0;1649
29;19;8;9;8;9;1;3;3;134;705;0;1412
39;19;9;10;9;8;22;4;2;48;251;0;1412
39;19;10;8;9;8;86;4;2;2;13;0;1412
38;19;5;12;5;6;17;3;3;332;1748;55;4120
38;19;12;6;5;6;96;1;4;85;448;0;4120
47;19;6;12;6;5;11;2;2;148;777;0;4120
47;19;12;5;6;5;91;3;2;242;1275;0;4120
56;19;19;16;19;18;24;2;1;48;254;0;3818
56;19;16;18;19;18;88;1;2;311;1639;0;3818
59;19;18;19;18;19;9;4;4;112;592;0;3818
58;19;19;8;19;3;11;4;1;61;322;0;4483
58;19;8;3;19;3;84;4;1;83;438;0;4483
62;19;3;19;3;19;17;4;4;213;1121;0;4483
64;19;12;6;12;14;7;1;3;361;1902;98;1999
64;19;6;14;12;14;85;3;4;44;233;0;1999
65;19;14;12;14;12;1;2;3;13;69;0;1999
81;19;18;20;18;12;15;4;3;267;1405;0;63
81;19;20;12;18;12;86;4;2;111;586;0;63
83;19;12;18;12;18;1;3;1;209;1098;0;63
90;19;18;15;18;15;20;2;1;300;1581;0;3292
96;19;15;14;15;18;7;3;2;104;546;0;3292
96;19;14;18;15;18;90;2;2;89;469;0;3292
89;19;19;2;19;4;21;2;2;17;87;0;6190
89;19;2;4;19;4;98;2;3;65;341;0;6190
97;19;4;19;4;19;18;1;3;127;669;0;6190
98;19;13;1;13;1;6;1;2;239;1256;0;6171
103;19;1;13;1;13;8;1;2;89;470;42;6171
94;19;16;9;16;5;16;2;1;344;1810;0;8657
94;19;9;5;16;5;92;3;2;309;1626;0;8657
96;19;5;15;5;16;6;4;2;13;68;0;8657
96;19;15;16;5;16;91;3;3;372;1956;0;8657
102;19;8;2;8;18;12;2;1;336;1771;0;5902
102;19;2;18;8;18;98;4;3;137;719;0;5902
106;19;18;7;18;8;8;3;3;50;264;0;5902
106;19;7;8;18;8;77;4;2;97;513;0;5902
128;19;12;3;12;3;18;2;1;169;892;0;6253
137;19;3;17;3;12;24;4;3;37;196;0;6253
137;19;17;12;3;12;76;1;4;359;1891;0;6253
121;19;10;16;10;1;3;2;1;143;754;0;9977
121;19;16;1;10;1;77;3;1;164;865;80;9977
124;19;1;17;1;10;20;3;2;280;1472;0;9977
124;19;17;10;1;10;94;2;2;269;1418;0;9977
140;19;11;9;11;9;9;1;1;58;304;0;1719
144;19;9;11;9;11;3;4;2;232;1221;0;1719
147;19;9;5;9;12;8;3;4;8;44;65;2343
147;19;5;12;9;12;76;2;3;277;1456;25;2343
150;19;12;11;12;9;13;1;2;70;370;0;2343
150;19;11;9;12;9;90;2;4;192;1009;0;2343
155;19;15;19;15;19;14;1;3;351;1845;0;7297
164;19;19;2;19;15;10;2;1;185;975;54;7297
164;19;2;15;19;15;88;3;2;172;905;67;7297
147;19;4;17;4;17;13;4;3;17;92;0;5183
152;19;17;20;17;4;3;4;1;229;1203;28;5183
152;19;20;4;17;4;75;4;4;311;1639;0;5183
162;19;20;3;20;2;20;1;2;177;934;0;4940
162;19;3;2;20;2;92;3;1;10;50;0;4940
169;19;2;10;2;20;18;2;2;326;1715;72;4940
169;19;10;20;2;20;89;4;3;235;1236;0;4940
168;19;6;7;6;7;2;4;1;8;41;0;5099
170;19;7;9;7;6;4;1;4;359;1888;0;5099
170;19;9;6;7;6;91;4;4;244;1283;0;5099
177;19;20;3;20;3;6;1;2;330;1735;0;8330
184;19;3;19;3;20;24;3;2;305;1604;0;8330
184;19;19;20;3;20;79;1;2;193;1015;0;8330
182;19;9;4;9;7;15;3;4;274;1440;0;6451
182;19;4;7;9;7;86;4;1;171;900;0;6451
183;19;7;9;7;9;6;3;3;279;1471;0;6451
7;20;17;6;17;16;18;1;4;274;1444;0;96
7;20;6;16;17;16;92;3;3;38;202;0;96
11;20;16;15;16;17;10;2;1;293;1541;0;96
11;20;15;17;16;17;96;1;4;97;511;0;96
38;20;1;12;1;12;9;2;1;137;721;0;4015
42;20;12;8;12;1;23;1;4;158;832;0;4015
42;20;8;1;12;1;88;3;2;77;406;0;4015
40;20;8;7;8;2;11;4;4;200;1053;92;6998
40;20;7;2;8;2;92;2;4;145;762;0;6998
46;20;2;8;2;8;9;2;2;175;920;0;6998
38;20;4;7;4;7;10;1;1;373;1962;0;2983
42;20;7;4;7;4;5;3;3;358;1883;0;2983
35;20;3;13;3;13;15;4;2;136;714;0;5978
41;20;13;19;13;3;12;2;4;149;784;0;5978
41;20;19;3;13;3;84;1;3;207;1090;0;5978
40;20;4;3;4;16;8;2;3;43;225;0;2328
40;20;3;16;4;16;89;3;2;1;6;0;2328
48;20;16;4;16;4;18;3;1;139;729;0;2328
58;20;4;9;4;9;5;2;4;71;374;0;8975
59;20;9;15;9;4;3;2;1;288;1516;3;8975
59;20;15;4;9;4;80;2;4;238;1254;0;8975
74;20;1;14;1;20;5;3;4;272;1432;0;1874
74;20;14;20;1;20;95;4;2;272;1434;0;1874
80;20;20;10;20;1;8;1;2;247;1299;0;1874
80;20;10;1;20;1;95;2;3;346;1822;60;1874
60;20;16;7;16;7;12;2;1;337;1774;0;3333
67;20;7;17;7;16;11;4;2;254;1336;0;3333
67;20;17;16;7;16;96;3;1;124;654;0;3333
75;20;10;9;10;5;15;2;4;158;830;0;4116
75;20;9;5;10;5;98;2;4;233;1226;0;4116
78;20;5;10;5;10;15;3;3;6;33;0;4116
96;20;12;14;12;18;23;1;4;294;1548;0;9792
96;20;14;18;12;18;80;2;2;162;851;0;9792
102;20;18;12;18;12;19;4;4;203;1071;0;9792
84;20;3;18;3;17;1;3;3;352;1853;24;7444
84;20;18;17;3;17;84;2;1;263;1385;0;7444
91;20;17;8;17;3;25;3;1;313;1646;0;7444
91;20;8;3;17;3;80;2;3;123;646;0;7444
98;20;14;7;14;7;18;4;2;208;1094;0;2856
105;20;7;4;7;14;17;4;1;238;1250;0;2856
105;20;4;14;7;14;96;1;3;185;974;0;2856
113;20;6;11;6;11;20;3;1;127;670;0;5255
122;20;11;6;11;6;4;4;4;137;719;0;5255
113;20;6;14;6;14;13;4;1;307;1615;0;4016
114;20;14;6;14;6;8;2;4;32;169;0;4016
110;20;3;17;3;16;15;2;1;126;664;0;1766
110;20;17;16;3;16;90;1;3;20;103;0;1766
114;20;16;2;16;3;25;4;2;243;1281;0;1766
114;20;2;3;16;3;92;1;1;220;1156;0;1766
137;20;7;18;7;3;18;1;4;137;719;0;6248
137;20;18;3;7;3;94;3;4;188;987;0;6248
139;20;3;7;3;7;9;1;3;129;679;0;6248
129;20;10;9;10;9;10;3;2;186;978;0;5608
130;20;9;10;9;10;9;3;3;119;628;0;5608
129;20;9;20;9;6;17;3;2;172;907;0;8722
129;20;20;6;9;6;81;2;4;322;1694;0;8722
136;20;6;20;6;9;7;1;1;233;1226;0;8722
136;20;20;9;6;9;85;2;3;170;893;0;8722
135;20;7;18;7;9;23;4;3;212;1117;0;2857
135;20;18;9;7;9;96;2;3;227;1195;0;2857
136;20;9;7;9;7;19;2;3;68;359;0;2857
143;20;14;6;14;13;25;3;3;45;238;0;9105
143;20;6;13;14;13;83;1;4;143;754;0;9105
146;20;13;5;13;14;8;1;3;330;1738;0;9105
146;20;5;14;13;14;80;4;4;354;1865;0;9105
152;20;12;10;12;10;16;4;4;320;1686;0;6597
162;20;10;12;10;12;6;4;1;185;972;0;6597
168;20;12;9;12;4;25;2;1;378;1987;0;6926
168;20;9;4;12;4;75;3;4;80;422;0;6926
171;20;4;6;4;12;16;4;1;193;1018;0;6926
171;20;6;12;4;12;77;2;3;126;665;26;6926
166;20;3;20;3;4;1;3;4;284;1497;0;8655
166;20;20;4;3;4;93;4;4;271;1428;0;8655
167;20;4;19;4;3;22;1;1;223;1173;0;8655
167;20;19;3;4;3;80;3;1;275;1449;0;8655
30;21;7;5;7;10;25;3;4;88;461;0;6521
30;21;5;10;7;10;84;3;2;283;1490;0;6521
33;21;10;7;10;7;16;1;3;57;300;0;6521
31;21;6;8;6;8;9;3;1;157;824;0;5915
40;21;8;6;8;6;17;4;3;31;163;0;5915
37;21;14;6;14;16;7;3;3;242;1273;0;2316
37;21;6;16;14;16;89;1;4;361;1902;0;2316
42;21;16;14;16;14;16;2;1;190;1002;0;2316
34;21;19;9;19;8;10;1;1;271;1426;0;2049
34;21;9;8;19;8;78;1;2;83;437;0;2049
39;21;8;19;8;19;9;1;4;327;1723;0;2049
34;21;5;11;5;11;16;1;4;46;241;0;2411
37;21;11;5;11;5;5;2;4;95;501;0;2411
53;21;16;8;16;15;8;4;2;192;1011;0;7814
53;21;8;15;16;15;84;4;4;126;663;0;7814
54;21;15;16;15;16;7;1;1;83;435;0;7814
66;21;19;11;19;12;25;3;4;203;1069;0;5659
66;21;11;12;19;12;78;2;1;63;332;0;5659
70;21;12;10;12;19;10;2;2;250;1316;0;5659
70;21;10;19;12;19;87;4;1;3;15;0;5659
68;21;15;13;15;10;5;4;3;308;1622;0;4578
68;21;13;10;15;10;90;3;4;249;1308;46;4578
77;21;10;15;10;15;19;3;4;261;1372;0;4578
75;21;16;4;16;4;14;4;4;105;553;0;259
82;21;4;16;4;16;2;4;4;5;27;0;259
66;21;20;9;20;9;13;4;4;134;705;0;3767
75;21;9;20;9;20;18;4;4;354;1865;0;3767
86;21;17;1;17;20;20;1;2;21;108;0;2830
86;21;1;20;17;20;90;3;1;199;1048;0;2830
92;21;20;17;20;17;20;1;3;99;521;0;2830
108;21;5;19;5;16;11;4;1;210;1103;0;2287
108;21;19;16;5;16;75;3;4;238;1253;35;2287
118;21;16;7;16;5;10;1;2;32;167;0;2287
118;21;7;5;16;5;76;3;2;84;440;0;2287
87;21;6;8;6;8;18;4;1;296;1558;0;1515
89;21;8;6;8;6;2;1;4;198;1043;0;1515
117;21;12;14;12;11;10;1;3;15;80;0;5071
117;21;14;11;12;11;78;1;2;201;1059;0;5071
123;21;11;9;11;12;24;3;3;294;1548;0;5071
123;21;9;12;11;12;89;2;2;155;817;0;5071
104;21;10;6;10;9;9;2;3;347;1826;0;6716
104;21;6;9;10;9;88;1;1;166;875;0;6716
105;21;9;4;9;10;4;1;3;27;144;0;6716
105;21;4;10;9;10;87;1;4;266;1400;29;6716
124;21;4;19;4;5;20;3;3;175;920;0;1029
124;21;19;5;4;5;95;2;1;143;755;0;1029
126;21;5;4;5;4;7;3;4;127;667;0;1029
133;21;20;13;20;13;15;1;1;27;144;0;7880
139;21;13;8;13;20;17;1;2;290;1524;0;7880
139;21;8;20;13;20;77;3;4;379;1993;0;7880
123;21;19;18;19;10;22;4;3;172;906;0;2856
123;21;18;10;19;10;82;4;3;310;1634;0;2856
125;21;10;1;10;19;24;1;2;237;1247;0;2856
125;21;1;19;10;19;92;1;1;89;467;37;2856
157;21;19;15;19;15;8;1;2;344;1810;0;8815
164;21;15;3;15;19;15;4;3;75;397;0;8815
164;21;3;19;15;19;96;4;3;321;1691;15;8815
145;21;7;20;7;17;3;4;1;279;1471;0;4856
145;21;20;17;7;17;77;1;3;171;901;0;4856
155;21;17;7;17;7;18;1;2;49;257;0;4856
153;21;4;10;4;10;17;1;2;301;1582;0;6085
162;21;10;13;10;4;5;3;1;113;597;0;6085
162;21;13;4;10;4;99;1;3;174;916;0;6085
163;21;2;1;2;1;9;1;1;181;954;0;4313
168;21;1;2;1;2;3;3;4;208;1094;0;4313
180;21;20;12;20;5;17;3;2;174;917;0;3804
180;21;12;5;20;5;80;2;2;134;703;0;3804
164;21;5;9;5;9;18;1;2;189;997;0;6829
171;21;9;5;9;5;15;3;3;265;1395;0;6829
24;22;7;13;7;5;3;3;1;115;603;0;8718
24;22;13;5;7;5;81;2;4;234;1230;0;8718
28;22;5;7;5;7;19;3;1;20;106;0;8718
17;22;4;17;4;17;14;4;3;370;1946;0;7749
19;22;17;4;17;4;11;1;2;44;231;0;7749
29;22;5;17;5;17;9;3;4;6;31;0;1306
37;22;17;5;17;5;7;1;1;131;687;70;1306
31;22;14;5;14;8;5;4;2;25;130;0;5061
31;22;5;8;14;8;85;3;3;367;1930;0;5061
40;22;8;4;8;14;10;4;1;253;1329;0;5061
40;22;4;14;8;14;81;3;3;9;47;0;5061
30;22;13;9;13;9;12;3;4;194;1021;0;7686
38;22;9;13;9;13;16;2;4;16;84;0;7686
43;22;17;9;17;3;14;4;3;61;320;0;3988
43;22;9;3;17;3;91;1;3;51;267;0;3988
51;22;3;12;3;17;15;4;2;40;209;51;3988
51;22;12;17;3;17;89;1;4;365;1923;0;3988
49;22;10;17;10;17;17;4;4;120;633;0;9743
55;22;17;10;17;10;1;2;2;6;34;0;9743
78;22;6;2;6;2;12;2;2;176;925;0;4950
79;22;2;6;2;6;16;1;1;189;996;0;4950
60;22;2;9;2;9;9;1;4;217;1142;0;9376
64;22;9;2;9;2;18;2;3;208;1097;0;9376
82;22;8;9;8;15;11;4;4;354;1862;67;5954
82;22;9;15;8;15;98;3;3;98;514;59;5954
83;22;15;12;15;8;9;3;1;296;1559;0;5954
83;22;12;8;15;8;97;3;2;219;1155;25;5954
87;22;16;3;16;3;6;2;4;5;24;99;2701
90;22;3;14;3;16;8;3;2;11;60;0;2701
90;22;14;16;3;16;79;1;1;14;74;0;2701
83;22;16;7;16;8;9;1;1;64;336;0;5395
83;22;7;8;16;8;87;2;1;264;1391;0;5395
87;22;8;16;8;16;10;1;3;125;658;0;5395
102;22;11;6;11;9;3;2;4;251;1319;0;3425
102;22;6;9;11;9;81;1;2;238;1252;0;3425
110;22;9;11;9;11;5;2;2;345;1815;0;3425
99;22;18;16;18;16;5;4;1;151;795;0;841
103;22;16;8;16;18;7;3;4;70;368;0;841
103;22;8;18;16;18;86;2;4;253;1330;0;841
104;22;19;6;19;17;1;3;3;306;1613;0;9198
104;22;6;17;19;17;95;2;1;141;743;0;9198
113;22;17;16;17;19;1;1;3;240;1263;0;9198
113;22;16;19;17;19;81;1;3;288;1514;0;9198
113;22;9;10;9;5;18;3;3;183;961;0;3164
113;22;10;5;9;5;82;1;3;357;1881;0;3164
121;22;5;6;5;9;6;4;1;242;1274;0;3164
121;22;6;9;5;9;78;3;4;265;1396;0;3164
138;22;12;7;12;6;19;2;1;62;325;0;9765
138;22;7;6;12;6;98;4;4;227;1195;0;9765
148;22;6;12;6;12;5;4;4;141;741;0;9765
134;22;2;14;2;14;14;2;2;187;982;0;9473
137;22;14;2;14;2;13;2;1;309;1626;0;9473
129;22;5;8;5;3;6;3;4;282;1486;80;6387
129;22;8;3;5;3;97;4;1;161;849;0;6387
135;22;3;5;3;5;7;1;4;130;685;0;6387
142;22;13;2;13;2;6;4;1;160;840;0;3402
143;22;2;13;2;13;4;3;2;16;83;0;3402
169;22;15;2;15;2;14;1;1;192;1012;0;9125
179;22;2;15;2;15;20;2;1;143;755;0;9125
167;22;19;14;19;7;21;3;2;259;1365;0;1656
167;22;14;7;19;7;81;2;2;0;0;0;1656
169;22;7;16;7;19;17;3;1;188;991;0;1656
169;22;16;19;7;19;90;4;4;231;1218;0;1656
169;22;19;16;19;4;13;4;2;316;1662;0;1608
169;22;16;4;19;4;90;2;3;120;630;0;1608
177;22;4;19;4;19;10;2;1;99;522;0;1608
17;23;13;12;13;10;8;2;3;130;682;35;2461
17;23;12;10;13;10;93;3;2;79;417;29;2461
26;23;10;13;10;13;11;4;4;374;1967;0;2461
22;23;5;20;5;10;14;2;1;197;1037;0;9652
22;23;20;10;5;10;83;1;4;339;1782;47;9652
31;23;10;5;10;5;1;4;2;142;748;0;9652
29;23;7;11;7;11;16;3;1;233;1224;0;2318
39;23;11;7;11;7;13;1;4;378;1990;0;2318
51;23;16;6;16;17;22;1;3;304;1599;0;4436
51;23;6;17;16;17;80;1;2;310;1631;0;4436
57;23;17;16;17;16;1;4;3;376;1980;27;4436
31;23;1;14;1;6;15;2;4;347;1828;0;2760
31;23;14;6;1;6;89;3;1;310;1629;0;2760
37;23;6;7;6;1;10;2;3;144;760;0;2760
37;23;7;1;6;1;78;3;1;264;1388;0;2760
56;23;11;7;11;1;18;2;1;173;912;48;9403
56;23;7;1;11;1;76;2;1;125;660;0;9403
62;23;1;4;1;11;2;3;4;211;1113;80;9403
62;23;4;11;1;11;81;2;2;20;104;0;9403
51;23;8;18;8;7;25;4;2;110;581;0;964
51;23;18;7;8;7;93;1;1;7;36;0;964
54;23;7;8;7;8;5;3;2;183;965;0;964
60;23;15;5;15;5;17;2;2;218;1148;0;6309
67;23;5;1;5;15;14;4;1;108;567;0;6309
67;23;1;15;5;15;95;4;3;257;1351;0;6309
86;23;5;3;5;3;10;4;3;106;560;0;8525
91;23;3;17;3;5;2;3;2;233;1225;0;8525
91;23;17;5;3;5;87;1;3;78;408;36;8525
94;23;20;1;20;1;11;3;1;4;21;0;2789
96;23;1;3;1;20;16;3;1;276;1452;0;2789
96;23;3;20;1;20;84;1;2;44;234;0;2789
82;23;1;5;1;12;10;2;4;325;1710;0;2551
82;23;5;12;1;12;85;4;3;201;1059;0;2551
89;23;12;14;12;1;20;1;3;243;1281;0;2551
89;23;14;1;12;1;98;2;1;254;1338;0;2551
95;23;15;20;15;1;12;2;4;134;706;0;6921
95;23;20;1;15;1;84;4;2;373;1964;0;6921
99;23;1;15;1;15;11;3;2;18;97;0;6921
94;23;14;2;14;2;14;4;4;126;661;51;231
102;23;2;14;2;14;4;2;3;191;1007;0;231
117;23;5;20;5;20;8;3;4;22;117;0;8375
123;23;20;6;20;5;16;4;1;308;1619;0;8375
123;23;6;5;20;5;91;1;4;128;673;0;8375
100;23;20;13;20;16;19;2;4;334;1757;0;3410
100;23;13;16;20;16;99;2;3;243;1278;0;3410
102;23;16;20;16;20;2;1;4;42;221;0;3410
112;23;14;10;14;6;13;3;3;304;1600;0;8432
112;23;10;6;14;6;77;4;4;316;1662;0;8432
114;23;6;9;6;14;22;1;3;140;735;0;8432
114;23;9;14;6;14;83;2;1;105;554;0;8432
143;23;12;4;12;4;8;4;2;3;17;0;5932
148;23;4;2;4;12;18;2;4;29;150;0;5932
148;23;2;12;4;12;81;4;1;344;1809;0;5932
135;23;18;1;18;9;5;4;4;215;1132;30;3983
135;23;1;9;18;9;96;1;1;35;186;0;3983
141;23;9;8;9;18;21;3;3;321;1691;0;3983
141;23;8;18;9;18;82;2;3;260;1368;0;3983
133;23;3;19;3;19;18;1;1;228;1198;0;3438
138;23;19;15;19;3;3;4;2;88;461;37;3438
138;23;15;3;19;3;84;4;1;30;160;0;3438
152;23;9;19;9;19;4;4;2;320;1682;0;6883
157;23;19;9;19;9;20;1;3;88;462;0;6883
161;23;10;18;10;13;2;3;3;202;1065;0;6490
161;23;18;13;10;13;79;2;2;137;719;0;6490
163;23;13;8;13;10;2;1;2;240;1261;0;6490
163;23;8;10;13;10;88;2;3;19;102;0;6490
166;23;18;14;18;10;20;3;3;315;1657;0;3196
166;23;14;10;18;10;88;4;1;67;350;0;3196
176;23;10;18;10;18;20;3;1;259;1365;0;3196
158;23;10;14;10;18;2;1;2;148;779;0;5426
158;23;14;18;10;18;78;4;2;302;1588;0;5426
160;23;18;10;18;10;4;4;1;59;308;0;5426
176;23;12;16;12;16;14;4;3;277;1458;73;5933
182;23;16;11;16;12;1;3;4;338;1777;0;5933
182;23;11;12;16;12;84;2;2;137;723;0;5933
21;24;8;16;8;18;25;3;4;130;682;0;9450
21;24;16;18;8;18;85;4;3;380;1998;0;9450
23;24;18;16;18;8;15;3;1;161;847;0;9450
23;24;16;8;18;8;88;1;1;93;490;0;9450
15;24;11;6;11;8;18;3;4;76;399;0;6642
15;24;6;8;11;8;84;4;4;123;649;0;6642
24;24;8;11;8;11;8;4;2;143;751;0;6642
43;24;10;1;10;1;20;1;3;183;964;0;3895
49;24;1;8;1;10;13;4;2;232;1222;0;3895
49;24;8;10;1;10;83;3;1;326;1714;0;3895
31;24;4;11;4;19;24;2;2;37;196;0;6926
31;24;11;19;4;19;81;1;1;326;1717;0;6926
34;24;19;2;19;4;21;2;1;174;916;0;6926
34;24;2;4;19;4;75;3;1;30;157;0;6926
36;24;8;2;8;2;7;4;3;79;414;0;7721
46;24;2;4;2;8;9;1;2;97;510;0;7721
46;24;4;8;2;8;82;1;4;203;1069;0;7721
48;24;2;3;2;12;11;1;4;308;1620;0;3959
48;24;3;12;2;12;80;4;1;151;797;42;3959
58;24;12;2;12;2;9;4;3;303;1597;0;3959
47;24;7;19;7;16;2;4;4;230;1211;0;5479
47;24;19;16;7;16;90;1;2;199;1048;0;5479
48;24;16;18;16;7;20;4;3;48;253;0;5479
48;24;18;7;16;7;81;4;2;285;1501;0;5479
65;24;10;8;10;8;11;1;2;98;514;0;8655
70;24;8;1;8;10;11;4;4;95;499;39;8655
70;24;1;10;8;10;99;4;2;65;342;0;8655
87;24;12;10;12;10;9;1;3;7;39;0;7283
92;24;10;2;10;12;20;1;4;347;1826;0;7283
92;24;2;12;10;12;81;4;2;40;209;66;7283
73;24;3;7;3;2;17;4;3;311;1635;0;5136
73;24;7;2;3;2;76;2;3;166;872;0;5136
82;24;2;13;2;3;6;3;1;331;1740;0;5136
82;24;13;3;2;3;88;3;3;146;770;0;5136
81;24;10;2;10;2;6;2;2;360;1893;0;9933
87;24;2;10;2;10;1;3;4;363;1908;0;9933
82;24;9;20;9;20;18;1;4;79;418;0;7922
83;24;20;14;20;9;5;3;1;181;954;0;7922
83;24;14;9;20;9;92;4;2;88;464;0;7922
111;24;12;18;12;20;25;4;3;30;160;0;8850
111;24;18;20;12;20;96;3;3;367;1931;0;8850
115;24;20;12;20;12;14;4;2;64;339;0;8850
108;24;14;1;14;1;16;3;3;86;455;0;1271
116;24;1;11;1;14;20;1;3;5;26;0;1271
116;24;11;14;1;14;93;1;4;79;415;0;1271
105;24;15;17;15;3;24;3;2;33;173;0;9904
105;24;17;3;15;3;85;4;1;347;1826;0;9904
115;24;3;19;3;15;15;4;2;245;1287;0;9904
115;24;19;15;3;15;95;2;3;112;588;0;9904
117;24;12;15;12;4;13;3;3;1;4;0;8823
117;24;15;4;12;4;84;3;1;246;1293;0;8823
122;24;4;12;4;12;15;3;3;92;485;0;8823
120;24;13;16;13;16;9;1;4;41;218;0;2575
122;24;16;13;16;13;19;1;1;162;852;0;2575
121;24;4;11;4;11;5;2;4;262;1377;0;5701
122;24;11;16;11;4;17;1;4;198;1043;53;5701
122;24;16;4;11;4;76;1;4;360;1895;0;5701
138;24;20;18;20;18;11;4;3;78;412;0;2571
142;24;18;14;18;20;12;1;1;78;413;0;2571
142;24;14;20;18;20;90;1;3;13;71;0;2571
161;24;17;18;17;19;1;2;4;82;432;0;9397
161;24;18;19;17;19;90;3;1;223;1172;0;9397
165;24;19;17;19;17;5;3;2;231;1218;0;9397
148;24;12;3;12;16;23;1;3;161;848;0;7634
148;24;3;16;12;16;98;4;2;34;178;0;7634
151;24;16;12;16;12;7;4;2;3;17;0;7634
151;24;13;8;13;19;10;4;2;193;1018;0;528
151;24;8;19;13;19;78;4;4;223;1174;0;528
156;24;19;13;19;13;15;4;4;281;1479;0;528
161;24;15;14;15;10;24;4;3;58;306;0;4016
161;24;14;10;15;10;86;2;1;181;952;0;4016
167;24;10;6;10;15;18;1;4;165;870;0;4016
167;24;6;15;10;15;78;1;4;33;173;49;4016
170;24;7;4;7;4;5;1;2;364;1914;19;2891
179;24;4;3;4;7;16;3;4;351;1845;0;2891
179;24;3;7;4;7;83;3;4;159;839;0;2891
2;25;17;8;17;20;10;4;1;272;1431;3;5304
2;25;8;20;17;20;90;3;3;331;1744;0;5304
9;25;20;17;20;17;7;1;3;18;93;0;5304
15;25;14;3;14;10;15;3;2;356;1872;0;1716
15;25;3;10;14;10;94;4;4;47;248;0;1716
19;25;10;14;10;14;18;2;4;95;501;0;1716
36;25;9;2;9;10;9;3;1;216;1135;0;7186
36;25;2;10;9;10;87;3;4;271;1424;0;7186
39;25;10;20;10;9;1;4;4;277;1459;0;7186
39;25;20;9;10;9;79;4;2;21;108;0;7186
26;25;5;1;5;8;7;3;1;288;1518;0;2470
26;25;1;8;5;8;80;1;3;212;1115;0;2470
30;25;8;5;8;5;18;1;1;13;68;0;2470
54;25;4;6;4;11;15;4;1;265;1396;77;7073
54;25;6;11;4;11;90;1;2;344;1811;0;7073
64;25;11;15;11;4;9;3;2;377;1983;0;7073
64;25;15;4;11;4;83;4;2;14;75;0;7073
